ប្រដែ: brodae
ទោសមូល: tousmoul
សារភាព: sapheap
អនុគណៈ: aonukonak
ម្យប់: myob
យក៍: yok
ព្រួល: pruol
បញ្ជា: banhchea
លែង: lg
ចុងអង្ករ: chongaangkor
ល្វាចេក: lveachek
ធ្មេញកណ្ដុរ: thmenhkandol
ប្រហាត: brahat
រឃិករឃុក: rokhikrokhuk
រវ៉េសរវ៉ស: rovesrovas
រំលែក: rumlek
ត្អួ: tauo
ជំនួល: chumnuol
កាណាដា: Canada
អនុស្វារ: aonusvar
ក្បក: kbak
កញ្ចុះ: konhchuh
ជាស: cheas
លឹមៗ: luem
ផ្ងាក់ផ្ងើក: phngakphngerk
អ្នកយកការណ៍: anokoyokokaron
សុខិតកាល: sokhetakal
ប្រព័ន្ធ: prapoin
មេធំ: methom
កីឡាករ: keilakor
ឫសភ: rysoph
ព្រះពោធិសត្វ: preahpouthisotvor
កក្រោះ: kokroh
ប្រហេត: brohet
នាដក: neadak
ក្បិន: kben
រលាម: roliem
ប្រតាប់ប្រញាល់: bratabbrornhal
មុន: mun
ក្រទាំង: kroteang
កាខែកកាខោក: kakhaekkakhaok
កខ្វក់: korkhvork
រលៃ: roley
ប៉ប្លូច: bablouch
ប្រសូតិកម្ម: brosoutekomm
ហត្ថិបាល: hathebal
សម្មត: sommot
ផ្សព្វផ្សាយ: phsapphsay
ភ្នំខ្សាច់: phnumkhsach
កួត: kuot
ត្រឡប់: tlob
សង្រែក: sangreaek
គ្រវីស: krovis
ចរលីលា: charlilea
ក្រតៗ: krat
រូបរាង: rubareang
ផ្ទុរ: phtor
ដោច: daoch
ស្រមក: sramok
រាហុល: reahol
បព្វជិតនាម: bapvochitaneam
ទ្រនាប់ជើង: troneajerng
តាបស: tabos
បាបាដុស: Barbados
ចំណេញ: chamnenh
មហោរធឹក: mohaorotheuek
ក្រូអាត: Croatia
ទឹក: terk
បោក: bouk
ពន្យូយ: ponyuy
យាចក: yachak
ច្រៀង: chreang
អ្នកផ្លូវ: anokophlouv
កល់កែ: kolkae
ការខ្ចី: karkjey
សស្រ៊‌ឹប: sosroeb
អាយុត្តកៈ: aayuttakak
បិទពួន: betopuon
ក្រប: krob
អង្កុល: aangkul
ទូញបូញ: tunhbounh
ប្រថំ: brotham
ហោ: hao
ថេរ: ther
លវោ: lovou
អាសម្លាញ់: aasmleanh
រដ្ឋការ: rodthokar
អហិម: aahem
ចតុរង្គិនី: chotorngkini
ថួ: thuo
អាប័ទ: aaboat
កំព្រឹស: komprues
អាំងឡាំង: aanglang
ភ្នាក់ដៃ: phneakodai
ស្ទំ: stam
ផ្អង: phaang
ខ្ជាប់ខ្ជួន: khchabkhchuon
វ៉ាង: veang
ស្ទែត: staet
សិទ្ធត្ថ: setthotthor
ចំណេញ: jnenh
រលឿ: roleur
សន្ធិយា: sonthiyea
សមរភូមិ: samorophumi
ខម: kham
ប្រថម: bratham
អនាមិក: aaneamik
មរណទុក្ខ: moronotukkhor
ល្អូត: laut
ទឹកតែ: terktae
វង់ក្រចក: vongokrachak
អន្ទង់បារ: aantongobar
គ្រាក់ៗ: kreak
ពានរ: peanor
កុងស៊ី: kongsi
សន្ធឹកផ្គរគ្រាំ: santhuekphkarokroam
កៀរគរ: kierkor
មិគជាតិ: mikcheat
អម្នេញ: aomnenh
ឧបទិស: ubatis
វីរិយ: viriy
កំណាត់: kamnat
កំប៉ូត: kampout
ស្រឡាំងកាំង: sralangkang
ស្រប់: srob
បណ្ឌិត្យ: bandetyar
មេភូមិ: mephumi
បន្ទន់: bonton
ថងយិប: thongyib
ប្រក់ពល: brokopol
អធិវចនៈ: aathivochaneak
ឱ្យ: ouy
កំពូជ: kampuch
នេរគុណ: nerokun
ពុកឆ្មា: pukchhma
កំប៉ុល: kompol
មធុរៈ: mothureak
កកិត: koket
សក់ឡក់: sakalak
សម្បជញ្ញៈ: sombochonhnheak
ខាន: khan
មាតុភូមិ: meatophumi
ស្រុកទេស: srokotes
ឥន្ទវង្ស: intovongsor
រំលែក: rumleaek
ព្រឺះ: prueueah
សិគាលី: sekeali
សញ្ជែក: sanhcheaek
ស្រមោល: sramoul
លិបិការ: libekar
ប្រហារទាន: braharotean
ប្រសាធន: brasathon
ព្រំប្រទល់: prumbratol
សុមេរុ: someru
សាលិកា: salika
តាខាយ: takhay
លុត្ត: lutt
ប្រភា: brophea
ហេមវ័ន្ត: hemvorn
សីវថិកា: seivtheka
ឡេះឡោះ: laehlaoh
លំអក់: lumaok
ផ្កាមាស: phkameas
ផ្អូក: phaouk
បឋម: pthom
បៀវត្សរ៍: bievtsor
វុនវ៉ាយ: vunveay
របៀប: lbeab
សម្ពោធនៈ: sampouthoneak
ទីជម្រក: tichomrok
ទឹកភក់: terkphok
ប៉ផ្អឹះ: baphaoeah
សសោះ: sosaoh
អារ្យ: ah yea
យូយ: yuy
ពង្វក់: pongvouk
សណ្ដាន់: sandan
សំទើញ: samtaunh
ចាប៉ឹក: chapoek
ទក្ខិណាវដ្ដ: tokkhenavodd
អាភិធម្មិកា: aaphithmmika
ប៉ផូង: baphoung
ស្រលេត: srolet
រជ្ជទាយាទ: rochchoteayeat
ពិលាស័យ: pileasey
ទោចក្រយាន: touchkrayean
ចំហាយ: chamhay
ត្រពោក: trapouk
បញ្ចកាមគុណ: banhchokamokun
ស្លើតស្លក់: slertslak
ខូង: khoung
ស្រឡប់: srolob
ហៀវហោះ: heavhoh
ប្រមេ: brome
គម្រោង: kumrong
បុរេភត្ត: borephott
ខ្មែរ: khmer
នាគរា: neakorea
កញ្ចុះ: kanhchuh
រួច: ruoch
យក់: yok
អាសិរពិស: aaseropis
សង្វោយ: songvouy
អម្ពរ: aampor
កំណោន: kamnaon
សហ័ស: sohoas
ម្នាក់: mnek
រម្ហ: romhor
ស្មារតី: smarotei
វត្ត: wat
នឿក: noeak
ជាប់: jorb
ពាណិជ: peanech
បដិភាណ: bodephean
សន្តិសុខ: santisokh
សំចែ: samchae
សំណាក់: somnak
កញ្ជាក់: konhcheak
ការបង្កើត: karbangkert
ចំពោះតែ: champuostae
អាហ្វ្រ៊ិកកណ្ដាល: Central African
តិរោកុឌ្ឌសូត្រ: teroukoddsoutrar
ព្យគ្ឃ: pyak
ទង្គត់: tongkot
សំងាត់: samngeat
ហ្មូត: hmuot
ថ្លាង: thlang
ប្រវត្តិ: provath
កោរ: kaor
ក្សត្រិយានី: ksotreyani
ឡិកឡក់: leklok
ប្រយែង: brayeaeng
ចចក: chochok
សភាវៈ: sopheaveak
ម៉ូងគ្រុំ: mongkruum
អាជីវិកា: aachivika
ស្រងៀវ: srongiev
ក្រឡាញ: kralanh
ញ៉េចញ៉ាច: nhechnheach
ប្រតិភាណ: bratephean
ព្រវារ: provear
ខ្ពប: khpab
នានាប្រទេស: neaneabrotes
ផ្ទុយ: phtui
អនុបចារ: aonubochar
កន្ទួល: kontuol
ចែ: chae
ផ្ទួន: phtoun
សី: sei
ប្រមុខ្យ: bromuk
ប្រណិត: brornith
ទេស្នា: tesna
សម្ដី: somdei
សហព័ន្ធ: sahapon
បន្ទាត់: banteat
គណៈកម្មការ: konakkommokar
ទសវត្សរ៍: tosavot
ចង្អើរ: changaaur
ឆ្វ: chhvor
បរិវច្ឆនដ្ឋាន: barivchchhanodthan
កម្លោច: kamlouch
មឹត: muet
អង្វរ: aangvor
បង្កើត: pkert
អំពេះ: aampeh
មុទុ: mutu
ពំនិត: pumnith
ផគ្គុនី: phokkuni
ប្រកឹង: brokoeng
ស្វិតស្វាញ: svirtsvanh
កខ្វិក: korkhvieuk
អហិត: aahet
ភាគល្អិត: phieklait
ប្រវេណី: brovenei
វិចិត្រ: vichetror
អាចម៍ផ្កាយ: aachmophkay
នែប: neaeb
រញម: ronhom
កន្ទក់អង្កាន់: kantokangkan
ព្រហ្ម: prohmar
ក្រញាស: kronhas
កញ្ចក: konhchok
ប្រភាស: brapheas
គោរព: k'rob
អក្ខបាដ: aakkhabad
កង់: korngg
ត្រចើល: trachaeul
ទេត្យ: tetyor
ផ្ដៀក: phdeak
សញ្ជីព: sanhchip
អត្ថ: aotthor
វាណី: veanei
កញ្ជ្រោក: konhjrouk
រចនាប័ទ្ម: rochaneaboatmor
ប៉ាឆា: bachha
អង្ស័ក: aangseak
ចតុទ្ទិស: chotottis
ភុង: phung
អបុត្តកោ: aobottokao
ខ្ញុំ: nhom
បង់ចាញ់: bongchanh
ធុតង្គ: thutong
អស្សយុជ: aossoyuch
រវាំង: roveang
តជ្ជារី: tachcheari
សុប្រយោគ: sobrayouk
អនគ្ឃា: aonokkhea
ត្រេក: trek
ស៊ើមគគ្រើម: saeumkokraum
ភ័យ: phei
ប្រខង: brakhang
បញ្ច្រាស: banhchreas
ព្រះអាទិត្យ: preahartit
អានីតភណ្ឌ: aanitphondar
ស្លាធម៌: slathomr
តក់: tok
ម៉ែត្រ: maet
ស៊ើបការណ៍: saeubkaron
ប្រវត្តិសាស្ត្រ: brovottesastror
ព្រះកម្ចាត់: preahkomcheat
ហយៈ: hakyak
ម្សិលម្ង៉ៃមួយនាយ: msilmngaimuoyoneay
ប្រមា: bramea
ប្រមោយដំរី: bromouydomri
ក្រចក: krachak
សាយយុត: sayoyut
ប្រចី: brachei
មេអំបៅ: meaambau
ខ្ចៅ: khchau
ត្រេង: treng
អុំទូក: aoamtuk
វិទ្យា: vityea
ពាសពេញ: peasapenh
ដាង: dang
ជំរុះ: chumruh
កងសោយ: kongsoy
ហ្មនួត: hmonout
ដូចតែ: douchtae
រយាប: royeab
អភិប្រាយ: aophibray
ផ្នូរខ្សាច់: phnourkhsach
សមណី: somonei
អាចម៍: aachom
ទាញព្រ័ត្រ: teanhprot
មណ្ឌប: mondob
កំហល់: kamhol
ចាប់ដក: chabdak
ទ្រមើយ: tromauy
វិទ្ធង្សនា: vitthngsonea
កន្ទោង: kantoung
រយៈ: royeak
វាចាសិលិដ្ឋ: veachaselidthor
បុច្ឆនសញ្ញា: bochchhnosonhnhea
វាង: veang
វិប្រវាស: vibroveas
កល្បព្រឹក្ស: kolboprueksor
វិច: vich
ចង្ក្រង់ស្វា: chongkrongsva
ង៉ាញ់ៗ: ngeanh
ហ្នឹង: hneng
ក្រណាន់: kranan
សុនត្រុន: sontron
ចក្សុ: chokso
សប៊ូ: sabu
វារិ: veari
សហស្ស: sahass
ស្លុត: slot
វាតុលា: veatolea
ប្រយុទ្ធ: proyuth
អង្កាម: aongkeam
ជាង: jg
ពុរ: pur
ផូស: phous
ប្រថាប់: brathab
ណាយ: nay
សង្កិលេស: sangkiles
អសុរី: aasori
ឧច្ឆេទ: uchchhet
កង្កែបអាចម៍គោ: kongkaebachko
រាជាគណៈ: reacheakonak
ស្អែល: s'ael
គ្រក់ៗ: krok
កុម្ភៈ: kompheak
អមោក្សា: aamouksa
លំនាំសមសារ: lumnormmosar
ស្រដាស់: srodas
ឃាត់: khort
ចង់: jongg
ជម្រះបញ្ជី: chomreahbanhchi
យុគន្ធរ: yuknthor
ហ្លាយ: hlay
ប្រជៀវ: brochiev
ក្ដារខៀន: kdarkhien
ដី: dei
បន្លប់: bonlob
អយុត្ត: aoyutt
បញ្ចើ: bonhchau
ឆ្លើយតប: chhlaeuytab
សុទុក្ករ: sotukkor
គេហស្សាមិក: kehssamik
ហនេយ្យុំ: honeyyum
រងីរងើ: rongirongau
សោរពារ: saoropear
ផលិតកម្ម: phalitkam
ឥណ្ឌូ: indou
ចិញ្ច្រាំ: chenhchroam
គ្រូធំ: kruthum
បញ្ជាក់: banhcheak
យូរ: u
អស់: os
ទូតក្រិយា: tutkreyea
ត្រដិត: trodet
អង្គនា: aongkonea
ស្វត: svot
ឧបរិម: ubarim
សះស្បើយ: sahsbaeuy
ន្របតី: nrobotei
ចែៗ: chae
ញន: nhon
មគធរដ្ឋ: mokothorodthar
ប៉ផ្អួស: bophauos
ប្រវិនប្រវាន់: brovinbrovorn
កាហាត: kahat
ហៀបនឹង: hiebneung
ព្រះមាតា: preahmeata
ព្រលឹង: prolueng
មិងមាំង: mingmeang
អាកាសចរ: aakasachar
បង្គរ: bangkor
សង្កិលេស: songkiles
ប៉: b
រវិចរវាម: rovichroveam
អាឡារិក: aalarik
ចម្លាក់: chomleak
ព្រះករុណា: preahkoruna
ស្រាល់: sral
ភិត: phit
ក្រមា: kramea
ជំរក: chumrok
អវិសារទា: aavisarotea
អនុប្រធាន: aanubrathean
ពិគ្រោះ: pikruoh
ក្រឡែ: krolae
សម: som
អាណិកជន: aanekachon
បង្ហាញ: p'hanh
កំបុត: kambot
គជ: koch
អាមវាត: aamoveat
រញ៉ាំរញ៉ូវ: ronhamronhouv
កន្ទួតព្រៃ: kontuotprey
អាហ្វហ្គានីស្ថាន: Afghanistan
អនុភាព: aanupheap
យល់: yul
អាស៊ែបៃហ្សង់: Azerbaijan
ញត្តិចតុត្ថកម្ម: nhottechtotthkamm
រវម: rovom
ត្រៈ: trak
ទៅ៏: tov
ខ្ទះត្នោត: khtahtnaot
ហ្នាំង: nang
និវាសដ្ឋាន: niveasdthan
ការប្រព្រឹត្តិ: karbrapret
ទាក់ទិន: tektin
ហាសិប: haseb
ព្រែ: preae
ឋិតថេរ: thetther
គល់កែ: kolkae
បញ្ចាល់: bonhcheal
ព្រួម: pruom
សង្គមរាស្ត្រនិយម: sangkomoreastrniyom
ក្រឡឺម: kraleum
ជីវ៍: chiv
សុប្បថ: sobboth
ក្រឡោជី: kralaochi
ភ្ជាំ: phchoam
ចំពេល: chompel
ហេមវតី: haemvotey
សក្ខី: sakkhei
ឧបមេយ្យ: ubameyy
វណិព្វក: vonepvok
វ័យក្មេង: veikmeng
រូបី: rubei
ហ័តហោង: hoathaong
អស្សត្ថព្រឹក្ស: aossotthoprueksor
ឥណ្ឌូស៊ីន: indousin
ទិសាបាមោក្ខ: tisabamoukkhor
មករា: mokorea
ហ្វង់: hvong
ប៉ប់: bob
ហ៊ឹង: hoeng
លពបុរី: lopoborey
រឆេងរឆូង: rochhengrochhoung
មនស្ការ: moneskar
អន្លាយ: aonleay
អនាធិបតេយ្យ: aaneathibteyy
បាយព្រលឹង: bayprolueng
ប្រជាប់: brocheab
លិខិត: likhet
តន់: tan
សុភរ: sophor
ធ្មោង: thmoung
រាមចន្ទ្រ: reamchantror
កំញើញ: komnhaunh
ច្រក: chrak
របស់: r’bos
តម្រាយ: tomreay
លលកខ្មោច: lolokakhmaoch
ស្កាត់: skat
មិត្តភេទ: mittaphet
បច្ចន្តប្រទេស: bochchontobrotes
កំចោករោក: komjaokrok
កម្រើក: kamrerk
ភ្ជ័រ: phchoar
សេសាន: sesan
ត្របោម: trabaom
សិទ្ធាថ៌: settheathr
មាត់ដង្កាប់: mortdongkeab
អស្ដង្គត: aasdangkot
ឥដ្ឋ: idthor
សណ្ដង់: sandang
សេវនៈ: sevoneak
ហៃ: hay
ឧកញ៉ា: ukanha
ទេស: teh
ឡាំ: lam
កំចោក: komjaok
ហេមវ័ន្ត: haemakvorn
ច្រៀប: chrieb
ខៀវ: khiv
ពិឡារ: pilar
កតញ្ញូ: katanhnhu
អប្ផោដនសព្ទ: aobphaodnosoptor
ទ្រូ: tru
ឡាន់: lann
សស្រួញ: sosruonh
សោកា: saoka
សន្ធរ: sonthor
ស្មោញ: smaonh
ពព្រឹល: popruel
យុទ្ធុបករណ៍: yutthubkaron
