romanized,khmer,frequency
derknorm,ដឹកនាំ,1
mephleang,មេភ្លៀង,1
heuy,ហឺយ,1
phummtevota,ភុម្មទេវតា,1
aonumeatra,អនុមាត្រា,1
banhcheanotrsde,បញ្ជាន់ត្រស្ដិ,1
lum ert,លម្អិត,1
sokhelpheasa,សខិលភាសា,1
touspey,ទោសពៃរ៍,1
aass,អស្ស,1
hloung,ហ្លួង,1
rohaurng,រហើង,1
chokropong,ចក្រពង្ស,1
tror,ទ្រ,1
thomoni,ធមនី,1
kriemkraoh,ក្រៀមក្រោះ,1
sratum,ស្រទំ,1
aachmobamnah,អាចម៍បំណះ,1
chongban,ចង់បាន,1
tongtra,ទងត្រា,1
phaeub,ផ្អឺបៗ,1
aoneakeami,អនាគាមិ,1
sontung,សន្ទូង,1
bro oung,ប្រអូង,1
tokkomea,តក្កមា,1
brotek,ប្រតេក,1
tondkomm,ទណ្ឌកម្ម,1
hothekoubeka,ហត្ថិគោបិកា,1
mesreasey,មេសរាសី,1
Rwanda,រវ៉ាន់ដា,1
joutesas,ជោតិសាស្ត្រ,1
sompol,សម្ពល,1
baphas,ប៉ផស,1
monturea,មន្ទុរា,1
aasekkhar,អសេក្ខ,1
kduol,ក្ដួល,1
avei,អ្វី,1
thuum,ធុំ,1
blan,ប្លន់,1
banhchoponr,បញ្ចពណ៌,1
sasan,សាសន,1
somkroluum,ស៊ុមគ្រលុំ,1
aoknonyutbat,អគ្នន្យុត្បាត,1
phokde,ភក្ដិ,1
phleav,ភ្លាវ,1
hol,ហូល,1
chrolaeusbaeus,ច្រឡើសបើស,1
aapphokkhan,អព្ភក្ខាន,1
sobrat,សុប្រាត,1
aantte,អាណត្តិ,1
roleabaier,រលាប្អៀរ,1
lehloh,ឡេះឡោះ,1
roaakoroauol,រអាក់រអួល,1
khsaesay,ខ្សែសយ,1
vekosor,វេគសរ,1
basatiksameachik,បាសាទិកសមាជិក,1
chatoross,ចតុរស្ស,1
royeay,រយាយ,1
bamban,បំបាន,1
ktampotes,ក្ទម្ពទេស,1
tumnukbomrung,ទំនុកបម្រុង,1
reang,រ៉ាង,1
pnhab,ប្រញាប់,1
aoksotevin,អក្សទេវិន,1
kangea,ការងារ,1
etotokk,ឯតទគ្គ,1
seveakomm,សេវាកម្ម,1
karunek,ការុណិក,1
chamnok,ចំណុក,1
danleab,ដន្លាប់,1
chiengcheak,ជៀងជាក់,1
anokokondiet,អ្នកកន្ដៀត,1
romlaung,រម្លើង,1
viropheap,វីរភាព,1
thongyon,ថងយន់,1
berk,បើក,1
santhuek,សន្ធឹក,1
aaphyeakot,អភ្យាគត,1
baripheaseka,បរិភាសិកា,1
aakkhanak,អក្ខណៈ,1
saslaeut,សស្លើត,1
krovolkrovay,ក្រវល់ក្រវាយ,1
srongov,ស្រងៅ,1
brochab,ប្រចាប់,1
ryteyea,ឫតិយា,1
kandalstoeng,កណ្ដាលស្ទឹង,1
muchotuek,មុជទឹក,1
mnhikmnhok,ម្ញ៉ិកម្ញ៉ក់,1
aassatthaprueksar,អស្សត្ថព្រឹក្ស,1
chrakingchrakeang,ច្រគីងច្រគាង,1
aontolikkhor,អន្តលិក្ខ,1
sbor,ស្បុរ,1
chakso,ចក្សុ,1
boukalouk,បូកឡូក,1
aachmokropau,អាចម៍ក្រពើ,1
samreay,សម្រាយ,1
chromok,ច្រមក់,1
yeablong,យាប្លង,1
brokol,ប្រកល់,1
aondat,អណ្ដាត,1
kokaok,កកោក,1
laklang,ឡាក់ឡាំង,1
banlien,បន្លៀន,1
tesochor,ទេសចរ,1
jorl,ចោល,1
lumnorm,លំនាំ,1
hasirb,ហាសិប,1
sampu,សំពូ,1
bokoteneam,បកតិនាម,1
chipochar,ជីពចរ,1
tangao,តាំងឱ,1
rumperng,រំពឹង,1
Ukraine,អ៊ុយក្រែន,1
reatareay,រាត់រាយ,1
ropetropot,រប៉ិតរប៉ុត,1
roleat,រលាត,1
rokhak,រខក,1
brochuos,ប្រជួស,1
aambeanhominh,អម្បាញ់មិញ,1
ropautropaung,រពើតរពើង,1
ror,រាល់,1
bavesnokal,បវេសនកាល,1
chonhchorn,ជញ្ជាន់,1
mortoniev,មាត់នៀវ,1
nhueknhoy,ញឹកញយ,1
royom,រយំ,1
bandokmpolosela,បណ្ឌុកម្ពលសិលា,1
veyveang,វៃវាង,1
lorp,ឡប់,1
aontor,អន្ត,1
saolos,សោឡស,1
konsngaeun,កូនស្ងើន,1
somoth,សមថ,1
bonthaur,បន្ថើរ,1
marn,ប៉ុន្មាន,1
chumnis,ជំនិះ,1
numpang,នំប៉័ង,1
thngouv,ថ្ងូវ,1
aatabba,អតប្បា,1
komputir,កុំព្យូទ័រ,1
aasda,អស្ដា,1
poprus,ពព្រុស,1
totouk,ទទោក,1
ruetchamnang,រឹតចំណង,1
phlovkongkeaeb,ភ្លៅកង្កែប,1
klam,ក្លម,1
rupi,រូពី,1
brachoek,ប្រចឹក,1
nhob,ញបៗ,1
roeay,រឿយ,1
jor,ចរ,1
sah,សហ,1
trobaek,ត្របែក,1
tueuteae,ទឺទែ,1
kriem,ក្រៀម,1
puumngea,ពុំងា,1
chhantovuttebbatib,ឆន្ទវុត្តិប្បទីប,1
kralas,ក្រឡាស់,1
bassaveak,បស្សាវៈ,1
mothumehak,មធុមេហៈ,1
changaour,ចង្អោរ,1
sratob,ស្រទប,1
aachmosatvar,អាចម៍សត្វ,1
baphnhanh,ប៉ផ្ញាញ,1
chreavrok,ជ្រាវរក,1
somphi,សម្ភី,1
banghouch,បង្ហោច,1
aoy,អោយ,1
aombeanhominh,អម្បាញ់មិញ,1
slaok,ស្លោក,1
aabetvinhnhean,អបេតវិញ្ញាណ,1
ropeak,រពាក់,1
aabachayit,អបចាយិត,1
konhjrong,កញ្ច្រង់,1
reaseichokror,រាសីចក្រ,1
samaoy,សំអុយ,1
slertslok,ស្លើតស្លក់,1
veataati,វាទអាទិ៍,1
baphaeh,ប៉ផ្អេះ,1
kot,កត់,1
thnak,ថ្នក់,1
mraeng,ម្រែង,1
thabaneakar,ឋបនាការ,1
aathikari,អធិការី,1
bralengbralang,ប្រឡិងប្រឡាំង,1
baksei,បក្សី,1
vibrokar,វិប្រការ,1
aovochey,អវជ័យ,1
khnob,ខ្នប់,1
songruom,សង្រួម,1
chrobounh,ច្របូញ,1
boyyokak,បយ្យកៈ,1
somlek,សម្លេក,1
kondach,កណ្ដាច,1
rukarean,រុករាន,1
kampongthom,កំពង់ធំ,1
aokoyum,អកយំ,1
komhat,កំហាត,1
kontuy,កន្ទុយ,1
loykaev,លយកែវ,1
lolokabrah,លលកប្រះ,1
komprueng,កំព្រឹង,1
daoyhet,ដោយហេតុ,1
tumneanh,ទំនាញ,1
sehpeakbngkong,សេះពាក់បង្កង់,1
niptthokosol,និពទ្ធកុសល,1
rodok,រដក,1
phdaohphdong,ផ្ដោះផ្ដង,1
trok,ត្រក់,1
samlech,សម្លេច,1
Equatorial Guinea,អេក្វាទ័រហ្គីណេ,1
chronieng,ជ្រនៀង,1
sake,សាកេ,1
phoung,ផូង,1
nihronokomm,នីហរណកម្ម,1
trouvban,ត្រូវប៉ាន់,1
kralau,ក្រឡៅ,1
vermphoveat,វេរម្ភវាត,1
kalbarichhet,កាលបរិច្ឆេទ,1
chumngueu,ជំងឺ,1
aphibal,អភិបាល,1
heibnueng,ហៀបនឹង,1
tieb,តៀប,1
s'aek,ស្អេក,1
chetmulphlaung,ចិត្រមូលភ្លើង,1
vochoneathibbay,វចនាធិប្បាយ,1
bot,បត់,1
broteleap,ប្រតិលាភ,1
somleng,សំឡេង,1
preahmonyor,ព្រាហ្មណ្យ,1
thaneanukram,ឋានានុក្រម,1
sateaphal,សទាផល,1
khvieb,ខ្វៀប,1
junkong,ជង្គង់,1
vuek,ហ្វឹក,1
bramoat,ប្រាមោទ្យ,1
bonteaysrei,បន្ទាយស្រី,1
rovin,រវិន្ទ,1
pirt,ពិត,1
rongei,រងៃ,1
khvaokkhvak,ខ្វោកខ្វាក,1
piney,ពិន័យ,1
krot,ក្រតៗ,1
chakraveal,ចក្រវាល,1
lanh,ឡាញ់,1
aantu,អន្ទុ,1
ubobatek,ឧបបាតិក,1
bandoam,បណ្ដុំ,1
phomorocheate,ភមរជាតិ,1
aodthoban,អដ្ឋបាន,1
bronhib,ប្រញិប,1
aachiv,អាជីវ,1
aanlong,អន្លង,1
bralaoh,ប្រឡោះ,1
rang,រ៉ាង,1
phlea,ភ្លា,1
damniel,ដំណៀល,1
deuk,ដឹក,1
trodabtroduos,ត្រដាបត្រដួស,1
turen,ទុរេន,1
meassnguon,មាសស្ងួន,1
romhae,រម្ហែ,1
slaeutslak,ស្លើតស្លក់,1
bonleaebngkar,បន្លែបង្ការ,1
haonang,ហោណ័ង,1
sersor,សិរ្ស,1
henghang,ហេងហាង,1
knot,កំណត់,1
aonuroksor,អនុរក្ស,1
ku,គូរ,1
tholmokk,ថលមគ្គ,1
aphivath,អភិវឌ្ឍ,1
yomotut,យមទូត,1
feil,ហ្វ៊‌ីល,1
theyysamveasokak,ថេយ្យសំវាសកៈ,1
sobottochon,សបត្តជន,1
sramev,ស្រមេវ,1
soroteak,សរទៈ,1
bochchobbnnokal,បច្ចុប្បន្នកាល,1
rohisrohuh,រហ៊ិះរហ៊ុះ,1
bramum,ប្រមុម,1
babrem,ប៉ប្រិម,1
cheanumndol,ជានុមណ្ឌល,1
aamphouthi,អម្ភោធិ,1
hatthekobeka,ហត្ថិគោបិកា,1
keto,កេតុ,1
branei,ប្រណី,1
aorokkhokomm,អរក្ខកម្ម,1
rubophop,រូបភព,1
pluok,ប្លួក,1
saokmomaok,សោកមម៉ោក,1
mukhabat,មុខបាទ,1
aophirum,អភិរំ,1
broluoh,ប្រលោះ,1
hirmovoat,ហិមវ័ត,1
vinichchhay,វិនិច្ឆយ,1
neavikobotei,នាវិកបតី,1
korkheuk,កខឹក,1
peatyphondar,ពាទ្យភណ្ឌ,1
chrok,ជ្រក់,1
kab,កាបៗ,1
teh,តិះ,1
samnong,សំណង,1
voub,វ៉ោបៗ,1
bak,ប៉ាក់,1
doamdai,ដុំដៃ,1
jreab,ជ្រាប,1
voandor,វ័ណ្ដ,1
sannives,សន្និវេស,1
chreay,ជ្រាយ,1
puet,ពឹត,1
dongkeae,ដង្កែ,1
aarohantea,អរហន្តា,1
ron,រន,1
charon,ចរន្ត,1
ussoveak,ឧស្សវៈ,1
sondam,សណ្ដំ,1
ah nith,អាណិត,1
phkat,ផ្គត់,1
somphottomitt,សម្ភត្តមិត្ត,1
hakrytei,ហឫទ័យ,1
sangkim,សង្កិម,1
chhuch,ឈូច,1
thaomneakar,ថោមនាការ,1
chachreschachras,ចច្រេសចច្រាស,1
aochol,អចល,1
khabkhan,ខាប់ខណ្ឌ,1
korkael,កក្អិល,1
sthete,ស្ថិតិ,1
moukkhobay,មោក្ខុបាយ,1
kontrues,កន្ទ្រឹស,1
pouy,ពួយ,1
aakhyan,អាខ្យាន,1
somkul,សម្គុល,1
lueynylaeng,ឡើយនីលែង,1
hanpheakei,ហានភាគិយ,1
nuon,នួន,1
roserb,រសើប,1
chral,ច្រាល់,1
chhantor,ឆន្ទ,1
tanu,តនុ,1
aakraoth,អាក្រោធ,1
men,មេន,1
bonsoam,បន្សាំ,1
thongyot,ថងយ៉ត,1
bothovikosen,បឋវីកសិណ,1
pit,ពិត,1
bonhcheanotrsde,បញ្ជាន់ត្រស្ដិ,1
sour,សូរ,1
yoksey,យក្សី,1
aore,អរេ,1
tropok,ត្រប៉ក់,1
polokay,ពលកាយ,1
briebbradoch,ប្រៀបប្រដូច,1
klongkhaek,ក្លងខែក,1
ruonhorea,រួញរា,1
kramichkramaum,ក្រមិចក្រមើម,1
babraek,ប៉ប្រែក,1
aamit,អមិត,1
pul,ពុល,1
aakhr,អាឃ៌,1
neang,នាង,1
sroleab,ស្រលាប,1
sattam,សត្តម,1
brasat,ប្រាសាទ,1
bondaet,បណ្ដែត,1
kdaob,ក្ដោប,1
kompingdoung,កំពីងដូង,1
samini,សាមិនី,1
vibssonea,វិបស្សនា,1
hatpyiem,ហាត់ព្យាម,1
popeal,ពពាល,1
samsar,សំសារ,1
lungbot,ឡុងបុត,1
kam,កម,1
aorun,អរុណ,1
ert,ឥត,1
brong,ប្រង់,1
rotis,រទីស,1
Iran,អ៊ីរ៉ង់,1
tuekdei,ទឹកដី,1
heun,ហីន,1
smoeng,ស្មឹង,1
yumsaok,យំសោក,1
tamreay,តម្រាយ,1
prolung,ព្រលូង,1
minreasei,មីនរាសី,1
skaok,ស្គោក,1
aathiyouk,អធិយោគ,1
bongkuoy,បង្កួយ,1
nhim,ញ៉ិម,1
bamphleat,បំភ្លាត់,1
stertea,ស្ទើរតែ,1
ubareachyor,ឧបរាជ្យ,1
thleah,ធ្លះ,1
hmay,ហ្មាយ,1
joul,ជួល,1
selea,សិលា,1
branheay,ប្រញាយ,1
jumnorn,ជំនាន់,1
tuekdam,ទឹកដម,1
tuolekh,តួលេខ,1
aontrouk,អន្ត្រោក,1
sangkhyea,សង្ខ្យា,1
samousaronak,សមោសរណៈ,1
sirtsirng,សុទ្ធសឹង,1
rumlum,រំលំ,1
chas,ចាស,1
jort,ចោទ,1
ronhuronhenh,រញូរញេញ,1
breabbradouch,ប្រៀបប្រដូច,1
anokokru,អ្នកគ្រូ,1
kok'aech,កក្អិច,1
ngaub,ងើប,1
kachhna,កញ្ចនា,1
preahchau,ព្រះចៅ,1
omno,អំណរ,1
barobanh,បរបាញ់,1
aasaapheas,អាសអាភាស,1
hmor,ហ្ម,1
mob,ហ្មប,1
aoreachok,អរាជក,1
chonlus,ជន្លូស,1
cheanichch,ជានិច្ច,1
kokir,គគីរ,1
pet,ពេទ្យ,1
soteaarmmon,សតិអារម្មណ៍,1
chhuchhar,ឈូឆរ,1
thngor,ថ្ង,1
aavosek,អវសេក,1
khoukhov,ឃោរឃៅ,1
kies,កៀស,1
veaen,វ៉ែន,1
kanhjanhchras,កញ្ចាញ់ច្រាស,1
rum,រុំ,1
smaohr,ស្មោះងារ,1
bang,ប៉័ង,1
rovetrovat,រវ៉េតរវ៉ត,1
popeayoneay,ពពាយនាយ,1
rottentip,រត្តិន្ទិព,1
touyrtntri,តូយ៌តន្ត្រី,1
tolhamitt,ទឡ្ហមិត្ត,1
sanlung,សន្លុង,1
ke,គេ,1
vikoset,វិកសិត,1
nohot,នហុត,1
hatt,ហាត់,1
brodak,ប្រដាក់,1
pel,ពេល,1
chompuprueksor,ជម្ពូព្រឹក្ស,1
thonmul,ធនមូល,1
keak,គាក់,1
kumneat,គំនាត,1
seirsach,សីរសាច់,1
samkeang,សំគាំង,1
katjit,កាត់ចិត្ត,1
preahthaong,ព្រះថោង,1
chrob,ច្រុបៗ,1
sbaeng,ស្បែង,1
sralon,ស្រលន,1
sochetrar,សុចិត្រ,1
chrolaeuy,ច្រឡើយ,1
kontob,កន្ទប,1
slotei,ស្លុតី,1
sameas,សមាស,1
kbang,ក្បង់,1
sauloek,សៅឡឹក,1
ngey,ង៉ៃ,1
orm,អម,1
raung,រ៉ើងៗ,1
pichedthor,ពិជេដ្ឋ,1
sroton,ស្រទន់,1
phdeang,ផ្ដៀង,1
chamaeaet,ចម្អែត,1
laehloh,ឡេះឡោះ,1
lub,លប់,1
veysnaveak,វៃស្ណវៈ,1
kamnaos,កំណោស,1
merok,មេរោគ,1
brokham,ប្រខាំ,1
mochchhariy,មច្ឆរិយ,1
chamnong,ចំណង់,1
samchat,សំចត,1
kosekar,កសិការ,1
bamphoy,បំផុយ,1
san,សាន,1
satuphouchon,សាទុភោជន,1
brerbras,ប្រើប្រាស់,1
puokvea,ពួកវា,1
chram,ច្រំ,1
sropeab,ស្រពាប់,1
tropuen,ត្រពឹន,1
rokhukrokheak,រឃុករឃាក់,1
trobak,ត្របាក់,1
vothophumi,វធភូមិ,1
loeang,លឿង,1
sahasa,សហសា,1
lileas,លីលាស,1
mobhmai,ហ្មបហ្មាយ,1
kraeng,ក្រែង,1
romuolkropau,រមួលក្រពើ,1
kh,ខៗ,1
santheab,សន្ធាប់,1
krovien,គ្រវៀន,1
aamerikang,អាម៉េរិក័ង,1
thvak,ថ្វាក,1
tralabchea,ត្រឡប់ជា,1
lonhchhokor,លញ្ឆករ,1
bapakapapaeuk,ប៉ប៉ាក់ប៉ប៉ើក,1
chochakaarak,ចចាកអារ៉ាក,1
khanak,ខណៈ,1
khnuoch,ខ្នួច,1
chot,ជត,1
songokhang,សងខាង,1
brolong,ប្រឡង់,1
tongkoul,ទង្គោល,1
aaream,អារាម,1
srokoam,ស្រគាំ,1
brokab,ប្រកាប់,1
aolokkheni,អលក្ខិនី,1
sraaaet,ស្រអែត,1
lirm,ឡឹមៗ,1
kolaobe,កឡោបិ៍,1
krovan,ក្រវាន់,1
chhat,ឆត,1
mochchhottarmmon,មជ្ឈត្តារម្មណ៍,1
boneitopheap,បណីតភាព,1
mutrar,មូត្រ,1
long,លង់,1
tuteyeasath,ទុតិយាសាឍ,1
phdoasphdang,ផ្ដោះផ្ដង,1
ksae,ខ្សែ,1
chreal,ជ្រាល,1
haeah,ហែះ,1
aachchot,អច្ចុត,1
chattuk,ចាត់ទុក,1
youmoreach,យោមរាជ,1
sonlin,សន្លិន,1
aaphsan,អផ្សាន,1
plech,ភ្លេច,1
kok'oek,កក្អឹក,1
vilibta,វិលិប្តា,1
hoem,ហ៊ឹមៗ,1
preahkomcheay,ព្រះកម្ចាយ,1
seavphov,សៀវភៅ,1
visamonhnh,វិសាមញ្ញ,1
kompu,កម្ពុ,1
tineanulekhan,ទិនានុលេខន៍,1
phchab,ផ្ចប់ៗ,1
phchok,ភ្ជោក,1
aocholon,អចលន,1
somphop,សម្ភព,1
kaak,ក្អាកៗ,1
metrey,មេត្រី,1
tomaueng,តម្អឹង,1
kres,ក្រេស,1
aabao,អាបោ,1
tomleapheap,តម្លាភាព,1
sdon,ស្ដន,1
roaang,រអាង,1
bapvochcheakamm,បព្វជ្ជាកម្ម,1
aang,អាំង,1
pukchangka,ពុកចង្កា,1
phlaun,ភ្លើន,1
sostror,សស្ត្រ,1
kondab,កណ្ដាប់,1
aophopvor,អភព្វ,1
somrub,សម្រូប,1
bamreab,បម្រាប់,1
konhchrok,កញ្ជ្រក់,1
neavikathibatei,នាវិកាធិបតី,1
sorinteathibotei,សុរិន្ទាធិបតី,1
rongodoeang,រង់ដឿង,1
mreahprou,ម្រះព្រៅ,1
veykvaen,វៃក្វែន,1
kaeuy,កើយ,1
pouthisamai,ពោធិសម័យ,1
sorea,សុរា,1
stai,ស្ទៃ,1
brotaeksen,ប្រទក្សិណ,1
aokoaambok,អកអំបុក,1
trapae,ត្រប៉ែ,1
chab,ចាប់,1
soy,ស៊យ,1
rumpe,រំពេ,1
aangkotakhmau,អង្កត់ខ្មៅ,1
babraeus,ប៉ប្រើស,1
Gabon,ហ្គាបុង,1
kalastesak,កាលៈទេសៈ,1
hong,ហង្ស,1
niharoan,នីហរ័ណ,1
saslaeutsaslak,សស្លើតសស្លក់,1
bophnhaonh,ប៉ផ្ញោញ,1
tobokomol,តប់កមល,1
anokotruot,អ្នកត្រួត,1
korkaay,កក្អាយ,1
brotaok,ប្រតោក,1
rouysbai,រោយស្បៃ,1
yovvoan,យៅវ័ន,1
sirt,សិទ្ធិ,1
bongkuy,បង្គុយ,1
sampeay,សម្ពាយ,1
jeas,ជះ,1
aachmophchet,អាចម៍ផ្ចិត,1
bangruob,បង្រួប,1
samlouk,សម្លោក,1
somit,សមិត,1
aouah,អូះ,1
kanlong,កន្លង់,1
ksatra,ក្សត្រា,1
aongmungkor,អុងម៉ុង្គ,1
